Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
7391269780,"Jun 30, 2022, 6:17:27 AM",Morning Ride,Ride,,817,2.36,,,false,,,activities/7391269780.gpx,,,817.0,752.0,2359.510009765625,6.800000190734863,3.137646198272705,4.5,4.5,189.89999389648438,195.89999389648438,5.675488471984863,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.888017177581787,755.2999877929688,,,,,,,,,,,,""
7391505818,"Jun 30, 2022, 7:46:52 AM",Morning Ride,Ride,,303,0.86,,,false,,,activities/7391505818.gpx,,,303.0,286.0,862.1400146484375,5.484002590179443,3.0144755840301514,0.0,2.200000047683716,194.5,198.10000610351562,4.653876304626465,-0.25517895817756653,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.845346689224243,0.0,,,,,,,,,,,,""
7407278749,"Jul 3, 2022, 9:14:48 AM",Lunch Ride,Ride,,2970,4.83,,,false,,,activities/7407278749.gpx,,,2970.0,1995.0,4837.60986328125,8.798009872436523,2.4248671531677246,44.05168533325195,22.3516845703125,402.0,427.8999938964844,38.21489715576172,0.4485686123371124,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.6288248300552368,1189.0,,,,,,,,,,,,""
7409262892,"Jul 3, 2022, 2:41:38 PM",Afternoon Ride,Ride,,1911,4.80,,,false,,,activities/7409262892.gpx,,,1911.0,1559.0,4799.3798828125,8.207983016967773,3.0784990787506104,23.007526397705078,44.20752716064453,403.29998779296875,427.8999938964844,8.431453704833984,-0.4417237341403961,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.5114493370056152,976.7999877929688,,,,,,,,,,,,""
7409510670,"Jul 3, 2022, 3:33:43 PM",Afternoon Ride,Ride,,1008,2.82,,,false,,,activities/7409510670.gpx,,,1008.0,961.0,2828.18994140625,5.631982326507568,2.942965507507324,16.182756423950195,17.982755661010742,402.0,414.8999938964844,10.734033584594727,-0.06364494562149048,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.805743932723999,1188.0999755859375,,,,,,,,,,,,""
7412874961,"Jul 4, 2022, 10:39:59 AM",Lunch Ride,Ride,,1117,3.08,,,false,,,activities/7412874961.gpx,,,1117.0,1008.0,3079.639892578125,6.23199462890625,3.0551981925964355,20.052358627319336,17.352359771728516,402.0,414.70001220703125,7.400567054748535,0.08767259120941162,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.757063388824463,0.0,,,,,,,,,,,,""
7418302590,"Jul 5, 2022, 8:58:22 AM",Morning Activity,Rowing,,7816,"3,040",,,false,,,activities/7418302590.gpx,,,7816.0,2754.0,3039.780029296875,11.837011337280273,1.103769063949585,8.800000190734863,9.899999618530273,399.5,406.6000061035156,30.10736846923828,-0.0361868292093277,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.38891759514808655,578.2999877929688,,,,,,,,,,,,""
7429426904,"Jul 7, 2022, 11:06:54 AM",Afternoon Walk,Walk,,1624,2.18,,,false,,,activities/7429426904.gpx,,,1624.0,1466.0,2180.18994140625,4.894018650054932,1.4871691465377808,18.387584686279297,13.08758544921875,195.10000610351562,207.8000030517578,10.285714149475098,0.24309808015823364,,,,,,,,,187.51290893554688,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.3424814939498901,7.0,,,,,,,,,,,,""
7432246437,"Jul 7, 2022, 9:06:53 PM",Night Ride,Ride,,989,2.27,,,false,,,activities/7432246437.gpx,,,989.0,894.0,2273.419921875,5.039999961853027,2.5429751873016357,4.378571510314941,15.778571128845215,194.10000610351562,205.89999389648438,27.167552947998047,-0.5014472007751465,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.298705577850342,8.199999809265137,,,,,,,,,,,,""
7434588006,"Jul 8, 2022, 11:11:11 AM",Afternoon Ride,Ride,,1248,3.14,,,false,,,activities/7434588006.gpx,,,1248.0,1099.0,3140.679931640625,6.18798828125,2.8577616214752197,22.87384605407715,15.273846626281738,192.8000030517578,207.8000030517578,15.1514310836792,0.24198581278324127,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.516570568084717,39.0,,,,,,,,,,,,""
7435128642,"Jul 8, 2022, 1:09:18 PM",Afternoon Ride,Ride,,1340,3.50,,,false,,,activities/7435128642.gpx,,,1340.0,1108.0,3500.429931640625,5.778002738952637,3.1592328548431396,22.570777893066406,12.670777320861816,195.0,212.10000610351562,49.69485092163086,0.2828224003314972,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.6122610569000244,727.5999755859375,,,,,,,,,,,,""
7439879462,"Jul 9, 2022, 9:05:03 AM",Lunch Ride,Ride,,888,1.62,,,false,,,activities/7439879462.fit,,,888.0,654.0,1625.22998046875,6.0780029296875,2.4850611686706543,3.200000047683716,7.699999809265137,190.89999389648438,197.6999969482422,9.981861114501953,-0.27688390016555786,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.8302139043807983,32.099998474121094,,,,,,,,,,,,""
7440362274,"Jul 9, 2022, 12:56:11 PM",Afternoon Ride,Ride,,2358,5.44,,,false,,,activities/7440362274.gpx,,,2358.0,1880.0,5439.330078125,6.319994926452637,2.8932607173919678,20.625,12.625,189.5,210.5,15.089082717895508,0.14707693457603455,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.306755781173706,1537.4000244140625,,,,,,,,,,,,""
7441175163,"Jul 9, 2022, 3:15:49 PM",Afternoon Ride,Ride,,1919,3.93,,,false,,,activities/7441175163.gpx,,,1919.0,1446.0,3934.280029296875,6.485998630523682,2.7208023071289062,10.710275650024414,18.210275650024414,189.5,210.5,18.184030532836914,-0.19063208997249603,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0501720905303955,347.29998779296875,,,,,,,,,,,,""
7447265134,"Jul 10, 2022, 1:30:35 PM",Afternoon Ride,Ride,,12403,11.81,,,false,,,activities/7447265134.gpx,,,12403.0,6924.0,11813.0498046875,8.401952743530273,1.706101894378662,91.78167724609375,91.78167724609375,189.3000030517578,225.8000030517578,47.06804275512695,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.9524348974227905,434.3999938964844,,,,,,,,,,,,""
7452260151,"Jul 11, 2022, 2:44:11 PM",Afternoon Ride,Ride,,10255,11.60,,,false,,,activities/7452260151.gpx,,,10255.0,5937.0,11605.5595703125,8.067968368530273,1.9547852277755737,82.74454498291016,82.64454650878906,189.10000610351562,236.1999969482422,45.9633903503418,0.0008616559789516032,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.131697654724121,1167.300048828125,,,,,,,,,,,,""
7488133328,"Jul 18, 2022, 10:25:32 AM",Lunch Ride,Ride,,620,2.59,,,false,,,activities/7488133328.gpx,,,620.0,571.0,2595.5400390625,18.436670303344727,4.545604228973389,16.402286529541016,14.402286529541016,185.8000030517578,201.3000030517578,10.104467391967773,0.07705525308847427,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.186355113983154,1411.0999755859375,,,,,,,,,,,,""
7532491215,"Jul 25, 2022, 3:08:13 PM",Afternoon Ride,Ride,,818,1.51,,,false,,,activities/7532491215.fit,,,818.0,584.0,1516.1300048828125,8.807995796203613,2.5961129665374756,7.646296501159668,5.846296310424805,195.3000030517578,201.3000030517578,18.2979679107666,0.1187233254313469,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.8534597158432007,329.8999938964844,,,,,,,,,,,,""
7541144577,"Jul 28, 2022, 6:37:19 AM",Morning Ride,Ride,,622,2.24,,,false,,,activities/7541144577.gpx,,,622.0,574.0,2243.0,6.915997505187988,3.907665491104126,2.6197803020477295,4.419780254364014,189.60000610351562,195.89999389648438,8.118124961853027,-0.08024966716766357,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.606109380722046,490.29998779296875,,,,,,,,,,,,""
7541836535,"Jul 28, 2022, 10:05:27 AM",Lunch Ride,Ride,,560,2.20,,,false,,,activities/7541836535.gpx,,,560.0,542.0,2204.47998046875,8.283984184265137,4.067306041717529,6.065158367156982,4.565158367156982,189.60000610351562,195.89999389648438,4.0214524269104,0.06804325431585312,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.9365713596343994,469.3999938964844,,,,,,,,,,,,""
7729818573,"Aug 31, 2022, 8:42:23 AM",Morning Ride,Ride,,495,2.18,,,false,,,activities/7729818573.gpx,,,495.0,482.0,2184.7900390625,7.553991794586182,4.532759189605713,8.0625,6.262499809265137,189.60000610351562,195.8000030517578,7.021664142608643,0.0823877826333046,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.413717269897461,472.5,,,,,,,,,,,,""
7811641700,"Sep 15, 2022, 11:03:31 AM",Afternoon Ride,Ride,,1139,3.16,,,false,,,activities/7811641700.gpx,,,1139.0,1005.0,3162.360107421875,6.159985542297363,3.1466269493103027,11.293790817260742,3.8937909603118896,194.0,201.89999389648438,10.916844367980957,0.23400244116783142,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.776435613632202,26.0,,,,,,,,,,,,""
7813191162,"Sep 15, 2022, 4:34:48 PM",Evening Ride,Ride,,1032,3.11,,,false,,,activities/7813191162.gpx,,,1032.0,884.0,3113.679931640625,10.043993949890137,3.5222623348236084,9.483333587646484,16.883333206176758,190.0,202.0,15.715353012084961,-0.23766091465950012,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.017131805419922,289.79998779296875,,,,,,,,,,,,""
7848658794,"Sep 22, 2022, 11:19:27 AM",Afternoon Ride,Ride,,895,3.26,,,false,,,activities/7848658794.gpx,,,895.0,854.0,3268.260009765625,7.3819990158081055,3.8270022869110107,13.654908180236816,7.05490779876709,189.60000610351562,201.6999969482422,8.0,0.2019423246383667,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.6516871452331543,484.1000061035156,,,,,,,,,,,,""
7861509162,"Sep 24, 2022, 8:53:37 PM",Night Ride,Ride,,1029,2.38,,,false,,,activities/7861509162.gpx,,,1029.0,899.0,2380.97998046875,10.888012886047363,2.6484761238098145,0.0,11.300000190734863,194.5,205.89999389648438,5.833333492279053,-0.47459450364112854,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.313877582550049,12.100000381469727,,,,,,,,,,,,""
9428945366,"Jul 11, 2023, 7:47:29 AM",Morning Ride,Ride,,274,0.76,,,false,,,activities/9428945366.gpx,,,274.0,260.0,763.0999755859375,5.096002101898193,2.934999942779541,2.947272777557373,1.6472727060317993,193.8000030517578,197.0,7.268953323364258,0.17035776376724243,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.785036325454712,35.20000076293945,,,,,,,,,,,,""
9435327947,"Jul 12, 2023, 6:31:43 AM",Morning Ride,Ride,"",791,3.05,,,true,,Herc,activities/9435327947.gpx,,,791.0,720.0,3056.610107421875,8.559985160827637,4.245291709899902,17.62298583984375,10.42300033569336,191.60000610351562,201.8000030517578,25.335237503051758,0.23555506765842438,,,,,,,,72.03243255615234,57.82761001586914,,,,,,,,,5.0,,,,,0.0,13.0,1.0,,1.0,,,,,,,,,,,,,,,,12845391.0,,,,,,,,,,,0.0,3.8642351627349854,42.29999923706055,,,,,,,,,,,,""
9435791381,"Jul 12, 2023, 8:37:23 AM",Morning Ride,Ride,"",935,3.08,,,true,,Herc,activities/9435791381.gpx,,,935.0,832.0,3088.340087890625,6.514013767242432,3.711947202682495,15.883931159973145,22.48390007019043,188.6999969482422,207.10000610351562,46.31578826904297,-0.21370702981948853,,,,,,,,63.42497253417969,58.838104248046875,,,,,,,,,3.0,,,,,0.0,6.0,1.0,,1.0,,,,,,,,,,,,,,,,12845391.0,,,,,,,,,,,0.0,3.303037643432617,20.700000762939453,,,,,,,,,,,,""
9450714034,"Jul 14, 2023, 4:36:12 PM",Evening Ride,Ride,"",657,2.46,,,false,,Herc,activities/9450714034.gpx,,,657.0,653.0,2461.949951171875,7.622003078460693,3.770214319229126,17.741666793823242,5.241700172424316,196.60000610351562,212.6999969482422,17.195772171020508,0.5077276229858398,,,,,,,,77.51532745361328,56.43852615356445,,,,,,,,,4.0,,,,,0.0,7.0,0.0,,1.0,,,,,,,,,,,,,,,,12845391.0,,,,,,,,,,,0.0,3.747260093688965,74.4000015258789,,,,,,,,,,,,""
9465965234,"Jul 17, 2023, 5:36:00 AM",Work,Ride,,889,3.03,,,true,,Herc,activities/9465965234.gpx,,14.0,889.0,793.0,3032.3798828125,7.336010932922363,3.823934316635132,17.617176055908203,10.41717529296875,192.0,201.89999389648438,27.72283935546875,0.23743726313114166,,,,,,,,70.26061248779297,62.124080657958984,,,,,,,,,5.0,,,,,0.0,14.0,1.0,,1.0,,,,,,,,,,,,,,,,12845391.0,,,,,,,,,,,0.0,3.411000967025757,22.5,,,,,,,,,,,,""
9466639196,"Jul 17, 2023, 7:56:08 AM",Morning Ride,Ride,,4115,3.97,,,false,,Herc,activities/9466639196.gpx,,14.0,4115.0,1424.0,3975.429931640625,9.723974227905273,2.791734457015991,27.302663803100586,34.40266418457031,192.3000030517578,207.3000030517578,47.728580474853516,-0.17859703302383423,,,,,,,,73.99931335449219,117.49314880371094,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,12845391.0,,,,,,,,,,,0.0,0.9660826325416565,53.900001525878906,,,,,,,,,,,,""
9474046692,"Jul 18, 2023, 12:06:18 PM",Afternoon Ride,Ride,"",773,3.03,,,true,,Herc,activities/9474046692.gpx,,14.0,773.0,731.0,3038.389892578125,7.326025485992432,4.156484127044678,15.345454216003418,8.145500183105469,192.3000030517578,201.6999969482422,9.523807525634766,0.23696760833263397,,,,,,,,72.01783752441406,58.69921875,,,,,,,,,5.0,,,,,0.0,13.0,1.0,,1.0,,,,,,,,,,,,,,,,12845391.0,,,,,,,,,,,0.0,3.9306466579437256,40.79999923706055,,,,,,,,,,,,""
9475824343,"Jul 18, 2023, 5:07:00 PM",Evening Ride,Ride,,567,2.05,,,false,,Herc,activities/9475824343.gpx,,14.0,567.0,499.0,2055.260009765625,6.6199951171875,4.118757724761963,12.009795188903809,19.009796142578125,193.89999389648438,207.10000610351562,44.08061218261719,-0.3405895233154297,,,,,,,,64.52497863769531,35.90073013305664,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,12845391.0,,,,,,,,,,,0.0,3.6247971057891846,0.0,,,,,,,,,,,,""
9477002185,"Jul 18, 2023, 7:47:26 PM",Night Ride,Ride,,514,1.29,,,true,,Herc,activities/9477002185.gpx,,14.0,514.0,442.0,1292.239990234375,7.242499828338623,2.9236199855804443,6.211217880249023,6.311217784881592,192.89999389648438,197.5,13.294783592224121,-0.0077385008335113525,,,,,,,,71.32220458984375,35.149723052978516,,,,,,,,,,,,,,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,12845391.0,,,,,,,,,,,0.0,2.514085531234741,18.200000762939453,,,,,,,,,,,,""
